Title,Department,Location,Salary,Closing Date,UID,URL,Full Ad Text,scraped_date
Enforcement Delivery Casework Specialist,Driver and Vehicle Standards Agency,"Ashford (Kent), Avonmouth, Bexleyheath, Bodmin, Borehamwood, Brighton and Hove, Bristol, Bury St Edmunds, Chelmsford, Chichester, Chippenham, Crawley, Dartford, Eastbourne, Exeter, Farnborough, Gillingham ... see the job advert for full location information","32,603",2024-01-17,333314,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTI3ODImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9NjQmc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzA0MjI5NzIxLTlkNGI1NTFjZmUxN2QzMGU4ZTBjMGQ5YWYxODIyOGYxODI1ZWNiZmU=,,
"Commissioning and Partnerships Manager - Kent, Surrey and Sussex Probation (Ref: 82396)",HM Prison & Probation Service,"This position is based at NPS 47 GRAND PARADE BRIGHTON, BN2 9QA, NPS 56-58 COLLEGE ROAD MAIDSTONE, ME15 6SJ, NPS COLLEGE HOUSE GUILDFORD, GU1 4RS, NPS RALPHS CENTRE CANTERBURY, CT1 3RH, NPS WORTHING PROBATION ... see the job advert for full location information","44,583",2024-01-19,333317,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT02NyZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODkyNjE2JnJlcXNpZz0xNzA0MjI5NzMyLWNiYWE5Nzk2N2Y3NmJjYzk1ZTBjOGZjZDVkZjViNjE0MzIwNDBlYWY=,,
Senior Systems Accountant,House of Commons,"City of Westminster, London (region), SW1A 0AA","41,340",2024-01-15,333318,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZqb2JsaXN0X3ZpZXdfdmFjPTE4OTI2MTImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZzZWFyY2hwYWdlPTU4JnJlcXNpZz0xNzA0MjI5Njk4LTk3MDgyYjE0NmFmNmE1NWM0MTQzODM0YjdmMzc3ODI3ZjA0NTA2MzE=,,
Protected Sites Senior Adviser  - Ref : 5681,Natural England,North West England,"36,098",2024-01-15,333319,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmcGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmb3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODkyNjE0JnNlYXJjaHNvcnQ9Y2xvc2luZyZzZWFyY2hwYWdlPTU3JnJlcXNpZz0xNzA0MjI5Njk0LWZlYmEzZjE0YTEwOTk1YmU5Mjg3NjY0MjE0Mzg0ZWRkOTViODg1YTY=,,
"Deputy Director - Community Pharmacy, Eyecare and Controlled Drugs ",Department of Health and Social Care,"Leeds, London","75,000",2024-01-10,333326,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODkyNzU4JnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNocGFnZT0zOSZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzA0MjI5NjI1LWU4NmVkOTdlZmI1Yjc2N2QyMGU5Zjc3ZjI0NTJlMmU4OTI2Y2ZlNjI=,,
"Deputy Directors Enterprise Services, Digital Programme Delivery and Transformation (3 roles)",National Crime Agency,"Belfast, Birmingham, Bristol, Leicester, London, Wakefield, Warrington","75,000",2024-01-28,333329,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3Npbmcmam9ibGlzdF92aWV3X3ZhYz0xODkyNjQwJnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnNlYXJjaHBhZ2U9NzUmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzA0MjI5NzYzLWQ5M2QxMDU2ZmEwNTdkMDU5ODMyZTRmOWFjYmE2YTZlZThmNzQ4OWY=,,
"Data Literacy Lead (1 role available) Data & Analysis, Ministry of Justice (Ref:82703)",Ministry of Justice,"East Midlands (England), East of England, London (region), North East England, North West England, Scotland, South East England, South West England, Wales, West Midlands (England), Yorkshire and the Humber","54,358",2024-01-10,333336,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTI2MjImc2VhcmNocGFnZT00MCZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzA0MjI5NjI5LWZlNDg4MzVlMTJmYzBjMzNjM2E5N2FjZTFhZTE2YTNiNTI3MDQzZDg=,,
Service Delivery Manager,VisitBritain/VisitEngland,National,"45,000",2024-01-10,333338,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTI2MjUmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTQwJnJlcXNpZz0xNzA0MjI5NjI5LWZlNDg4MzVlMTJmYzBjMzNjM2E5N2FjZTFhZTE2YTNiNTI3MDQzZDg=,,
Senior Communications Executive,Royal Botanic Gardens Kew,"Little London, South East England, RH17 6TN","36,338",2024-01-14,333340,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODkyNjI5JnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTUwJnJlcXNpZz0xNzA0MjI5NjY3LTlhMTNjZDY5MGNkMzZmY2U5OWY2ZmMwMTJlY2M1N2Q0YzYzNmNiZTg=,,
Governance and Assurance Lead,"Department for Levelling Up, Housing and Communities","Birmingham, Darlington, Leeds, Wolverhampton","51,934",2024-01-14,333342,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTQ5JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmam9ibGlzdF92aWV3X3ZhYz0xODkyNzEzJnJlcXNpZz0xNzA0MjI5NjYzLWQwM2EyMzZhMzYzODUwMzg4N2Y4NzFlYmEzNmIzMGNhNmE2ZGVkODI=,,
Natural Capital Ecosystem Assessment (NCEA) Field Survey Coordinator- Senior Adviser - Ref : 5683,Natural England,"East Midlands (England), East of England, London (region), North East England, North West England, South East England, South West England, West Midlands (England), Yorkshire and the Humber","36,098",2024-01-19,333343,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmc2VhcmNocGFnZT02NiZqb2JsaXN0X3ZpZXdfdmFjPTE4OTI2MjYmcGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzA0MjI5NzI4LTlhYWFmZDlmOWEzZjczYWYxYWY4NTNmYmMzOWRjZGRlMWM2OGJmOTg=,,
"Senior Corporate Press Officer, VisitBritain",VisitBritain/VisitEngland,National,"35,000",2024-01-10,333344,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg5MjYyNyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTM5JnJlcXNpZz0xNzA0MjI5NjI1LWU4NmVkOTdlZmI1Yjc2N2QyMGU5Zjc3ZjI0NTJlMmU4OTI2Y2ZlNjI=,,
E-Commerce Marketing and CRM Manager,VisitBritain/VisitEngland,National,"35,000",2024-01-10,333349,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODkyNjMwJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTM5Jm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnJlcXNpZz0xNzA0MjI5NjI1LWU4NmVkOTdlZmI1Yjc2N2QyMGU5Zjc3ZjI0NTJlMmU4OTI2Y2ZlNjI=,,
E-Commerce Sales & Trading Lead,VisitBritain/VisitEngland,National,"45,000",2024-01-10,333350,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0zOSZvd25lcj01MDcwMDAwJnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTI2MzImc2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzA0MjI5NjI1LWU4NmVkOTdlZmI1Yjc2N2QyMGU5Zjc3ZjI0NTJlMmU4OTI2Y2ZlNjI=,,
Fisheries Data Service Team Manager - EO - Ref : 5682,Marine Management Organisation,South West England,"27,489",2024-01-21,333352,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT02OCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTI2MzYmb3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnJlcXNpZz0xNzA0MjI5NzM2LWQyMzM5YWJkZjM3YTg2MDM5MzczYjYzYmU5NDI3ZmRiOWZmZTA3MzQ=,,
"Risk and Sponsorship Lead- £42,869 p.a. + benefits",Medicines and Healthcare Products Regulatory Agency,"Canary Wharf, London","42,869",2024-01-16,333362,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmam9ibGlzdF92aWV3X3ZhYz0xODkyNjQ1JnNlYXJjaHBhZ2U9NjMmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzA0MjI5NzE3LWE1ZjU0NzQ3NmZiZjQzZjNhYTAzMmVmNGNmNmRlNjNhOTY0MThmNTA=,,
Defence Intelligence (DI) Capability Assessments – Cyber Threat Technical Analyst,Ministry of Defence,"City of Westminster, London (region), SW1A 2HB","35,290",2024-01-22,333363,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZzZWFyY2hwYWdlPTcyJm93bmVydHlwZT1mYWlyJm93bmVyPTUwNzAwMDAmam9ibGlzdF92aWV3X3ZhYz0xODkyODI4JnJlcXNpZz0xNzA0MjI5NzUyLTRjYzMyOWM0ZWZhMDhlM2EzMzNjMWU1N2U0YjlkZGI2MTE1YmYzMjI=,,
"Quality and Sponsorship Lead-£42,869 p.a. + benefits ",Medicines and Healthcare Products Regulatory Agency,"Canary Wharf, London","42,869",2024-01-16,333366,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmam9ibGlzdF92aWV3X3ZhYz0xODkyNjUyJnNlYXJjaHBhZ2U9NjMmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzA0MjI5NzE3LWE1ZjU0NzQ3NmZiZjQzZjNhYTAzMmVmNGNmNmRlNjNhOTY0MThmNTA=,,
Senior Policy Analyst – Maternity Cover,Environmental Standards Scotland,Edinburgh,"43,725",2024-01-21,333383,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg5Mjc5OSZzZWFyY2hwYWdlPTY4JnJlcXNpZz0xNzA0MjI5NzM2LWQyMzM5YWJkZjM3YTg2MDM5MzczYjYzYmU5NDI3ZmRiOWZmZTA3MzQ=,,
Approved Premises Residential Worker - Guildford (Ref: 82803),HM Prison & Probation Service,"This position is based at NPS ST CATHERINE'S PRIORY GUILDFORD, GU2 5EB","24,228",2024-01-11,333386,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmb3duZXJ0eXBlPWZhaXImc2VhcmNocGFnZT00MyZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmam9ibGlzdF92aWV3X3ZhYz0xODkyNjY3JnJlcXNpZz0xNzA0MjI5NjQwLThhNTk0Nzk4YzE1OTFkMTUwZjM3ZjA0MWQxMmQ5M2E1NDA2YjhmN2I=,,
Probation Services Officer (Ref: 82728),HM Prison & Probation Service,"These positions are based at JSO Redfern Building 30 Hanover Street Manchester, M4 4AH","24,228",2024-01-19,333387,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmc2VhcmNocGFnZT02NiZqb2JsaXN0X3ZpZXdfdmFjPTE4OTI2NjgmcGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnJlcXNpZz0xNzA0MjI5NzI4LTlhYWFmZDlmOWEzZjczYWYxYWY4NTNmYmMzOWRjZGRlMWM2OGJmOTg=,,
HMP Nottingham - Business Administrator - Resettlement Worker (Ref:82810),HM Prison & Probation Service,"This position is based at HMP NOTTINGHAM NOTTINGHAM, NG5 3AG","25,752",2024-01-12,333394,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg5MjY3MSZvd25lcj01MDcwMDAwJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTQ2JnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnJlcXNpZz0xNzA0MjI5NjUyLTE0Zjk4ZjdlMDVkNTc3YWRiOTRlM2I1OGM0MjdkNzEwMTAwNzBkMzA=,,
DTS Problem and Incident Analyst(Ref: 82796),HM Courts and Tribunals Service,"East Midlands (England), East of England, London (region), North East England, North West England, Scotland, South East England, South West England, Wales, West Midlands (England), Yorkshire and the Humber","32,827",2024-01-17,333396,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODkyNjcyJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnNlYXJjaHNvcnQ9Y2xvc2luZyZzZWFyY2hwYWdlPTY0JnJlcXNpZz0xNzA0MjI5NzIxLTlkNGI1NTFjZmUxN2QzMGU4ZTBjMGQ5YWYxODIyOGYxODI1ZWNiZmU=,,
Head of Cyber Advocacy,"Department for Science, Innovation & Technology","Birmingham, Cardiff, Darlington, Edinburgh, London, Salford","50,305",2024-01-18,333397,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODkyNzU1Jm93bmVyPTUwNzAwMDAmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT02NSZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzA0MjI5NzI1LWYzZjdhNGFhNGI2ODg0NjQxODgzZWFjMDY1Y2E0NDE1M2I4YzZmNTY=,,
SPI Laundry (Ref: 82700),HM Prison & Probation Service,"This position is based at HM Prison Wymott, PR26 8LW","30,471",2024-01-22,333400,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmc2VhcmNocGFnZT03MiZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg5MjY3NSZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzA0MjI5NzUyLTRjYzMyOWM0ZWZhMDhlM2EzMzNjMWU1N2U0YjlkZGI2MTE1YmYzMjI=,,
Group Worker- HMP Isle of Wight(Ref: 82811),HM Prison & Probation Service,"This position is based at HM PRISON ISLE OF WIGHT - ALBANY HOUSE NEWPORT, PO30 5RS","30,471",2024-01-24,333401,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmcGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODkyNjc2Jm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9NzQmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzA0MjI5NzU5LWNmMjIyOWYzZGE4M2NiMGUyOWY1NzA5MDdkODQ3M2FiMTk3ZGE2NDM=,,
Cyber Security Policy and Risk Lead - MOD Head Office,Ministry of Defence,Westminster,"57,670",2024-01-11,333407,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZqb2JsaXN0X3ZpZXdfdmFjPTE4OTI3NzQmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZzZWFyY2hwYWdlPTQzJnJlcXNpZz0xNzA0MjI5NjQwLThhNTk0Nzk4YzE1OTFkMTUwZjM3ZjA0MWQxMmQ5M2E1NDA2YjhmN2I=,,
Strategy Engagement Lead (Ref: 82799),Ministry of Justice,"East Midlands (England), East of England, London (region), North East England, North West England, Scotland, South East England, South West England, Wales, West Midlands (England), Yorkshire and the Humber","54,358",2024-01-15,333410,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmam9ibGlzdF92aWV3X3ZhYz0xODkyNjc3JnNlYXJjaHNvcnQ9Y2xvc2luZyZzZWFyY2hwYWdlPTU3Jm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzA0MjI5Njk0LWZlYmEzZjE0YTEwOTk1YmU5Mjg3NjY0MjE0Mzg0ZWRkOTViODg1YTY=,,
Head of Campaigns,Department of Health and Social Care,London,"70,831",2024-01-15,333413,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODkyODQ0JnNlYXJjaHNvcnQ9Y2xvc2luZyZzZWFyY2hwYWdlPTU3JnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzA0MjI5Njk0LWZlYmEzZjE0YTEwOTk1YmU5Mjg3NjY0MjE0Mzg0ZWRkOTViODg1YTY=,,
Probation Services Officer - Yorkshire and the Humber Probation Service - Bradford and Calderdale(Ref:  82797),HM Prison & Probation Service,"This position is based at NPS CITY COURTS BRADFORD, BD1 1LA, NPS FRATERNAL HOUSE BRADFORD, BD1 4HP, NMS Westgate House, HX1 1PD","24,228",2024-01-19,333416,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JmpvYmxpc3Rfdmlld192YWM9MTg5MjY3OSZvd25lcj01MDcwMDAwJnNlYXJjaHBhZ2U9NjYmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzA0MjI5NzI4LTlhYWFmZDlmOWEzZjczYWYxYWY4NTNmYmMzOWRjZGRlMWM2OGJmOTg=,,
Tribunal Case Worker/Legal Officer (First-tier Tribunal (Immigration Chamber) (Ref: 82824),HM Courts and Tribunals Service,"This position is based at NEWPORT AIT, COLUMBUS HOUSE NEWPORT, NP18 2LX","32,827",2024-01-22,333419,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTI2ODEmcGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJnNlYXJjaHBhZ2U9NzImdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzA0MjI5NzUyLTRjYzMyOWM0ZWZhMDhlM2EzMzNjMWU1N2U0YjlkZGI2MTE1YmYzMjI=,,
Head of Enforcement (maternity cover),Equality and Human Rights Commission,"Cardiff, Wales, CF14 3UZ : Manchester, North West England, M4 3AQ : City of Westminster, London (region), SW1H 0TL","66,136",2024-01-14,333421,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTI2ODImb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTUwJnJlcXNpZz0xNzA0MjI5NjY3LTlhMTNjZDY5MGNkMzZmY2U5OWY2ZmMwMTJlY2M1N2Q0YzYzNmNiZTg=,,
Senior Manager Corporate Control Function,Student Loans Company,Glasgow,"53,000",2024-01-14,333422,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9NDkmb3duZXI9NTA3MDAwMCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTI4MDAmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzA0MjI5NjYzLWQwM2EyMzZhMzYzODUwMzg4N2Y4NzFlYmEzNmIzMGNhNmE2ZGVkODI=,,
Tribunal Case Worker/Legal Officer (First-tier Tribunal (Immigration Chamber) (Ref: 82825),HM Courts and Tribunals Service,"This position is based at MANCHESTER AIT MANCHESTER, M1 4AH","32,827",2024-01-22,333427,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnNlYXJjaHBhZ2U9NzImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg5MjY4MyZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzA0MjI5NzUyLTRjYzMyOWM0ZWZhMDhlM2EzMzNjMWU1N2U0YjlkZGI2MTE1YmYzMjI=,,
